Category: All categories,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Day,Major depressive disorder: (Israel),Anxiety: (Israel),Loneliness: (Israel),Sadness: (Israel),Panic attack: (Israel),Suicide: (Israel),Post-traumatic stress disorder: (Israel),Psychological trauma: (Israel),Bipolar disorder: (Israel),Psychologist: (Israel),Psychiatrist: (Israel),Clonazepam: (Israel),Escitalopram: (Israel),Antidepressant: (Israel)
12/03/2024,0,55,0,29,21,29,0,28,23,63,32,0,20,0
13/03/2024,0,47,0,33,0,26,21,21,0,68,50,0,23,0
14/03/2024,0,56,0,34,0,15,20,27,0,65,0,0,0,0
15/03/2024,0,43,0,31,0,26,30,24,0,52,29,24,21,0
16/03/2024,0,64,0,32,0,26,0,27,0,73,0,0,34,0
17/03/2024,0,64,0,31,0,0,16,25,0,50,34,0,16,0
18/03/2024,0,65,0,31,0,14,25,21,0,86,47,0,0,0
19/03/2024,0,47,0,27,0,30,18,18,0,74,42,0,20,0
20/03/2024,0,58,0,46,0,26,28,16,15,94,32,0,0,0
21/03/2024,0,57,0,35,0,25,16,26,15,51,19,0,0,0
22/03/2024,0,54,32,49,0,40,0,26,0,58,26,0,0,0
23/03/2024,0,75,0,43,0,42,0,0,0,54,0,0,23,0
24/03/2024,0,71,0,0,0,23,17,0,0,63,26,0,27,0
25/03/2024,0,58,0,39,0,23,26,26,0,72,37,0,0,0
26/03/2024,0,71,0,25,0,21,0,18,0,79,36,0,17,0
27/03/2024,0,70,0,38,0,30,26,27,0,76,53,18,20,0
28/03/2024,0,49,0,0,0,20,21,38,0,65,33,0,0,0
29/03/2024,0,82,0,35,0,26,0,0,26,41,35,0,0,0
30/03/2024,0,43,34,46,0,22,0,0,0,52,23,0,0,0
31/03/2024,0,77,0,34,0,17,0,22,20,68,43,0,21,0
01/04/2024,0,82,0,0,0,23,0,20,0,65,42,0,18,0
02/04/2024,0,72,0,32,0,16,17,21,0,68,30,0,0,0
03/04/2024,0,55,0,0,0,24,26,23,0,77,36,17,23,0
04/04/2024,0,74,0,23,0,25,16,32,0,73,33,0,20,0
05/04/2024,0,51,0,32,0,29,0,31,0,50,0,0,0,0
06/04/2024,0,65,0,29,0,28,0,27,0,53,27,0,0,0
07/04/2024,0,72,0,0,0,33,20,38,16,60,37,0,29,0
08/04/2024,0,47,0,0,0,22,16,0,0,73,32,0,21,0
09/04/2024,0,67,0,24,0,20,0,20,0,73,34,0,18,0
10/04/2024,0,56,0,28,0,21,23,37,0,59,23,0,25,0
11/04/2024,0,44,0,28,0,27,0,16,0,55,49,0,0,0
12/04/2024,0,56,0,0,0,24,22,0,0,46,0,0,0,0
13/04/2024,0,81,0,0,0,22,0,0,0,26,0,0,0,0
14/04/2024,0,67,0,38,0,25,0,16,0,49,39,0,23,0
15/04/2024,0,62,0,24,0,20,17,29,0,59,41,0,0,0
16/04/2024,0,57,0,25,0,100,19,20,0,54,27,0,19,0
17/04/2024,0,53,0,30,0,57,0,19,0,54,31,0,27,0
18/04/2024,0,54,0,33,0,54,0,26,19,46,42,0,0,0
19/04/2024,0,43,0,50,0,53,0,0,0,36,0,0,0,0
20/04/2024,0,44,0,48,0,51,0,0,0,53,0,0,0,0
21/04/2024,0,34,0,0,0,30,0,16,0,41,23,0,0,0
22/04/2024,0,39,0,0,0,28,0,0,25,30,37,0,27,0
23/04/2024,0,63,0,0,0,46,0,0,0,39,0,0,0,0
24/04/2024,0,41,0,0,0,47,17,18,0,59,27,0,0,0
25/04/2024,0,42,0,0,0,27,0,23,0,46,19,0,0,0
26/04/2024,0,58,0,0,0,42,0,0,0,29,0,0,0,0
27/04/2024,0,41,0,37,0,45,24,34,0,41,27,0,26,25
28/04/2024,0,73,0,29,0,58,0,26,19,30,24,0,0,0
29/04/2024,0,81,0,0,36,34,0,24,0,42,35,0,0,0
30/04/2024,0,59,0,0,0,33,0,0,0,78,27,0,19,0
01/05/2024,0,72,0,33,0,35,0,16,0,69,47,0,20,0
02/05/2024,0,71,0,34,0,44,17,21,0,82,30,0,0,0
03/05/2024,0,57,0,0,0,30,27,19,0,34,0,0,0,0
04/05/2024,0,66,0,34,0,38,0,23,0,59,0,0,34,0
05/05/2024,0,83,0,0,0,31,25,18,0,83,44,0,20,0
06/05/2024,0,44,0,27,0,41,28,24,0,69,41,0,22,0
07/05/2024,0,63,0,37,0,0,19,27,0,88,41,0,18,0
08/05/2024,0,56,0,23,0,24,20,21,15,60,36,25,0,0
09/05/2024,0,100,0,0,0,27,24,29,0,63,32,20,17,0
10/05/2024,0,39,0,28,0,29,0,0,0,38,33,0,0,0
11/05/2024,0,43,0,0,0,28,0,27,0,58,25,0,0,0
12/05/2024,0,66,0,0,0,0,0,23,0,94,30,0,20,0
13/05/2024,0,57,0,26,0,29,0,0,0,37,23,0,21,0
14/05/2024,0,31,0,0,0,27,0,0,0,42,29,0,26,0
15/05/2024,35,81,0,23,0,32,17,20,0,81,31,0,0,0
16/05/2024,0,67,0,36,0,0,16,22,0,86,31,0,0,0
17/05/2024,0,35,0,33,0,0,0,25,0,56,0,0,0,0
18/05/2024,0,88,0,0,0,42,0,0,0,47,32,0,26,0
19/05/2024,0,88,0,0,0,24,19,0,0,94,46,0,0,0
20/05/2024,0,82,0,21,0,25,0,19,15,87,62,0,0,0
21/05/2024,0,59,0,27,0,36,0,18,0,81,51,0,0,0
22/05/2024,0,73,0,41,0,36,20,23,21,77,47,0,28,0
23/05/2024,0,75,0,29,0,21,26,23,0,59,31,0,24,0
24/05/2024,0,69,0,0,0,25,0,0,0,55,22,0,0,0
25/05/2024,0,71,0,30,0,0,0,0,23,60,28,0,0,0
26/05/2024,0,65,0,0,27,17,23,24,16,64,47,0,26,0
27/05/2024,0,70,0,0,0,18,0,21,18,70,30,0,20,0
28/05/2024,0,55,0,29,0,19,0,19,17,100,37,0,0,0
29/05/2024,0,80,0,37,0,25,15,22,0,93,47,0,19,0
30/05/2024,0,59,0,0,0,21,21,25,0,62,36,0,0,0
31/05/2024,0,37,0,31,0,23,0,0,0,46,27,0,0,0
01/06/2024,0,57,0,30,0,0,0,22,0,52,31,0,0,0
02/06/2024,0,71,0,32,0,27,0,31,0,67,35,0,0,0
03/06/2024,0,58,0,0,0,20,22,21,0,63,40,0,0,0
04/06/2024,0,66,0,34,0,27,18,30,0,62,35,18,0,0
05/06/2024,23,49,0,0,0,22,0,28,0,79,27,0,21,0
06/06/2024,0,72,26,23,0,23,23,18,0,66,35,0,0,0
07/06/2024,0,56,0,38,0,23,0,0,21,61,0,0,0,0
08/06/2024,0,72,0,39,0,34,21,0,26,42,0,0,0,0
09/06/2024,0,77,0,27,0,49,31,29,0,65,34,0,0,0
10/06/2024,0,47,0,0,0,43,28,29,0,62,38,0,0,0
11/06/2024,0,45,0,30,0,26,0,19,0,45,0,0,0,0
12/06/2024,0,79,0,0,0,25,22,21,0,35,0,0,0,0
13/06/2024,0,79,0,0,25,36,24,17,0,78,44,0,24,0
14/06/2024,0,54,0,31,0,24,0,28,0,75,21,0,0,0
15/06/2024,0,72,0,0,0,39,0,25,0,35,0,0,0,0
16/06/2024,0,72,0,0,0,15,18,0,0,56,29,0,22,0
17/06/2024,0,53,0,0,0,24,16,24,0,71,27,0,0,0
18/06/2024,9,66,5,20,9,26,19,23,7,70,34,10,15,4
19/06/2024,13,63,5,25,9,22,18,24,9,71,33,9,14,5
20/06/2024,11,58,6,21,10,17,17,21,8,64,29,8,14,4
21/06/2024,11,61,6,29,11,21,12,16,19,50,20,11,16,5
22/06/2024,13,76,6,26,10,21,15,17,20,56,20,9,15,6
23/06/2024,11,72,6,24,13,28,17,19,13,76,35,8,18,4
24/06/2024,11,68,5,25,10,28,16,21,10,70,36,9,16,4
25/06/2024,11,68,4,22,10,22,15,20,8,67,34,11,16,6
26/06/2024,10,67,6,22,11,20,15,20,10,60,32,9,16,4
27/06/2024,9,61,4,26,12,23,14,18,8,58,29,9,14,4
28/06/2024,10,71,7,24,12,21,12,16,10,49,22,10,16,5
29/06/2024,13,77,8,25,15,22,16,20,10,49,18,10,16,5
30/06/2024,11,65,6,23,11,17,16,21,8,70,35,8,15,4
