Category: All categories,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Day,Major depressive disorder: (Israel),Anxiety: (Israel),Loneliness: (Israel),Sadness: (Israel),Panic attack: (Israel),Suicide: (Israel),Post-traumatic stress disorder: (Israel),Psychological trauma: (Israel),Bipolar disorder: (Israel),Psychologist: (Israel),Psychiatrist: (Israel),Clonazepam: (Israel),Escitalopram: (Israel),Antidepressant: (Israel)
28/03/2023,0,45,18,28,0,18,0,0,0,64,22,15,24,0
29/03/2023,22,58,0,0,0,17,11,11,10,72,21,0,0,0
30/03/2023,0,47,0,27,0,29,12,12,11,59,25,0,22,0
31/03/2023,0,43,0,24,0,19,12,0,0,37,0,0,0,0
01/04/2023,24,62,0,36,0,22,0,0,0,49,24,0,0,0
02/04/2023,0,73,0,24,0,15,0,10,0,63,37,0,21,0
03/04/2023,0,58,0,30,0,19,12,13,10,61,0,15,18,0
04/04/2023,0,74,23,38,0,19,0,0,0,39,18,16,34,0
05/04/2023,0,64,0,0,0,23,0,0,0,23,0,0,21,0
06/04/2023,0,61,0,26,0,15,0,0,19,34,21,0,0,0
07/04/2023,0,83,0,36,0,18,0,17,0,45,17,0,20,0
08/04/2023,0,67,0,29,0,18,12,0,0,57,0,0,23,0
09/04/2023,0,58,0,27,0,20,10,0,0,45,15,0,15,0
10/04/2023,0,57,0,28,0,14,9,11,0,69,17,18,15,0
11/04/2023,0,72,0,37,20,17,0,16,13,46,16,0,24,0
12/04/2023,0,55,26,24,0,18,18,0,15,45,0,0,0,0
13/04/2023,0,58,0,36,18,27,10,17,0,56,26,0,21,0
14/04/2023,0,70,30,40,0,12,0,0,0,59,0,0,24,0
15/04/2023,0,53,28,47,0,20,0,0,0,62,0,0,0,0
16/04/2023,0,71,0,20,0,18,0,10,0,71,29,0,34,0
17/04/2023,0,69,0,34,0,23,12,15,9,64,32,0,35,0
18/04/2023,0,51,18,25,0,16,10,14,9,71,29,0,19,0
19/04/2023,0,57,0,29,23,30,0,13,0,85,38,16,23,0
20/04/2023,0,66,0,36,0,24,10,18,10,78,26,0,24,0
21/04/2023,0,73,0,40,0,67,14,20,0,27,24,28,0,0
22/04/2023,0,61,0,40,0,43,0,14,12,59,26,0,0,0
23/04/2023,0,68,0,28,21,41,15,14,11,79,33,15,27,0
24/04/2023,0,60,18,17,0,53,18,18,0,77,40,15,24,0
25/04/2023,0,70,30,30,0,38,18,22,0,54,27,0,20,0
26/04/2023,0,67,22,0,0,30,13,16,11,52,21,35,21,0
27/04/2023,0,59,21,38,0,34,13,9,0,66,31,0,22,0
28/04/2023,0,64,0,41,0,35,19,19,12,55,24,0,26,0
29/04/2023,0,74,0,38,0,29,0,0,14,69,30,0,0,0
30/04/2023,0,80,0,35,26,23,10,16,0,84,39,19,28,0
01/05/2023,0,66,17,33,23,23,9,9,0,71,17,0,17,0
02/05/2023,0,47,0,31,0,16,12,12,9,89,43,14,20,14
03/05/2023,0,68,0,23,18,19,13,14,11,88,33,0,17,0
04/05/2023,17,61,0,30,0,30,0,9,0,54,38,0,29,0
05/05/2023,0,79,0,40,0,47,12,0,13,53,18,17,0,0
06/05/2023,0,82,0,29,0,25,0,16,0,72,17,18,37,0
07/05/2023,0,66,0,0,0,26,13,9,16,74,37,17,21,0
08/05/2023,0,63,21,25,0,16,14,17,0,69,31,17,30,0
09/05/2023,0,58,0,28,0,28,9,10,0,58,25,0,20,0
10/05/2023,0,70,0,29,0,37,13,12,10,56,35,0,17,0
11/05/2023,18,66,18,27,19,17,0,12,20,79,30,0,0,0
12/05/2023,0,56,0,28,35,36,14,12,0,63,21,0,19,0
13/05/2023,0,59,0,38,0,15,0,11,0,52,18,16,20,0
14/05/2023,0,73,0,34,23,11,12,13,0,67,47,0,39,0
15/05/2023,0,74,0,36,0,29,0,0,0,71,33,0,17,0
16/05/2023,0,56,20,38,0,24,18,20,0,81,36,0,25,0
17/05/2023,0,80,0,23,0,15,0,13,0,68,37,0,17,0
18/05/2023,0,65,0,48,0,15,10,14,0,79,23,0,21,0
19/05/2023,0,64,0,24,0,20,0,12,0,56,21,0,22,0
20/05/2023,0,100,22,0,0,27,0,15,0,62,20,0,20,0
21/05/2023,0,77,0,34,24,30,0,17,0,71,25,0,23,0
22/05/2023,0,51,0,37,31,55,11,16,12,68,36,0,24,0
23/05/2023,0,64,20,25,0,87,11,0,0,71,29,0,21,0
24/05/2023,0,77,0,31,22,32,10,15,11,95,28,0,23,0
25/05/2023,0,63,0,34,0,29,0,0,0,51,0,19,17,0
26/05/2023,0,67,0,32,0,28,0,0,0,38,0,23,38,0
27/05/2023,0,68,0,34,0,37,0,26,0,56,0,0,30,0
28/05/2023,19,75,25,24,0,21,14,14,12,100,28,0,27,0
29/05/2023,0,72,21,28,0,19,13,18,0,90,25,0,19,0
30/05/2023,0,75,0,31,0,24,11,13,11,58,28,0,28,0
31/05/2023,18,80,0,23,0,15,17,18,10,80,34,15,0,0
01/06/2023,0,78,0,33,18,23,14,18,0,77,24,0,24,0
02/06/2023,0,66,0,30,0,23,16,17,0,48,26,17,25,0
03/06/2023,0,60,24,0,0,22,0,0,0,61,0,0,23,0
04/06/2023,0,66,0,26,0,18,10,11,0,79,33,0,26,0
05/06/2023,0,68,0,27,0,26,14,25,10,82,34,0,21,0
06/06/2023,0,75,18,25,24,23,11,19,13,59,46,0,25,0
07/06/2023,0,61,0,0,0,19,0,12,0,87,24,16,18,0
08/06/2023,0,64,0,21,0,20,0,0,0,71,32,14,23,0
09/06/2023,0,57,0,53,0,19,0,16,0,52,23,0,0,0
10/06/2023,0,53,0,41,0,25,12,15,0,72,22,17,0,0
11/06/2023,0,53,17,33,0,25,16,14,0,71,44,19,18,0
12/06/2023,0,80,0,20,0,21,11,11,0,84,31,16,19,0
13/06/2023,0,68,17,31,0,24,17,0,0,72,42,0,26,0
14/06/2023,0,61,25,25,19,18,10,9,0,61,30,15,13,0
15/06/2023,0,64,0,30,0,28,17,0,11,55,28,21,22,0
16/06/2023,25,74,0,30,0,27,13,12,0,55,21,0,27,0
17/06/2023,0,83,0,0,0,24,0,13,0,73,0,24,21,0
18/06/2023,0,61,0,18,0,25,0,15,13,78,41,18,24,0
19/06/2023,0,72,0,24,0,37,10,12,9,91,43,15,29,0
20/06/2023,0,70,0,27,0,18,12,18,22,72,40,21,37,15
21/06/2023,0,70,0,30,0,14,14,16,0,54,37,0,28,0
22/06/2023,0,54,0,23,0,15,20,12,0,69,30,0,27,0
23/06/2023,0,64,22,40,0,20,0,0,0,50,24,0,25,0
24/06/2023,30,74,0,27,24,18,13,15,0,49,19,0,24,0
25/06/2023,0,72,27,51,27,14,0,20,0,76,42,0,20,0
26/06/2023,0,84,18,44,19,15,19,15,11,78,36,17,23,0
27/06/2023,0,51,0,19,28,11,13,15,0,81,40,0,27,0
28/06/2023,0,66,0,32,0,16,14,0,0,84,37,0,20,0
29/06/2023,0,68,0,32,0,15,0,0,0,71,24,0,0,0
30/06/2023,0,58,0,35,0,19,13,13,0,80,0,0,29,0
01/07/2023,0,86,0,33,0,23,13,12,0,90,26,20,26,0
02/07/2023,0,76,0,25,0,22,16,17,0,84,32,14,22,0
03/07/2023,0,74,19,40,0,19,0,15,0,78,34,0,27,0
04/07/2023,0,52,0,37,0,13,0,15,0,77,34,0,26,0
05/07/2023,0,63,0,49,0,0,10,17,9,79,37,24,33,0
06/07/2023,0,64,0,29,0,24,0,0,9,51,26,16,37,0
07/07/2023,0,67,0,34,0,13,0,0,0,53,27,0,0,0
