Category: All categories,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Day,Major depressive disorder: (Israel),Anxiety: (Israel),Loneliness: (Israel),Sadness: (Israel),Panic attack: (Israel),Suicide: (Israel),Post-traumatic stress disorder: (Israel),Psychological trauma: (Israel),Bipolar disorder: (Israel),Psychologist: (Israel),Psychiatrist: (Israel),Clonazepam: (Israel),Escitalopram: (Israel),Antidepressant: (Israel)
09/03/2022,29,54,19,27,0,14,14,18,17,76,38,0,30,0
10/03/2022,36,56,21,28,0,17,0,0,0,62,48,0,28,0
11/03/2022,62,68,0,28,0,23,0,17,0,48,24,0,25,0
12/03/2022,26,63,19,34,0,36,16,0,14,45,29,35,0,0
13/03/2022,34,54,0,28,22,34,14,21,16,62,50,0,25,0
14/03/2022,31,45,23,37,0,23,0,0,12,72,30,0,24,0
15/03/2022,33,39,20,51,16,22,0,11,13,40,27,0,0,0
16/03/2022,46,51,19,28,0,29,13,0,0,65,31,0,28,0
17/03/2022,33,42,0,30,0,22,0,17,0,64,27,0,33,0
18/03/2022,35,60,0,47,19,48,0,15,17,60,0,0,30,0
19/03/2022,45,55,21,31,0,31,0,0,0,75,0,0,0,0
20/03/2022,42,48,27,31,0,39,0,12,0,74,49,0,21,0
21/03/2022,53,47,20,36,0,54,17,16,16,88,30,0,26,0
22/03/2022,29,49,17,36,0,25,0,13,13,92,59,22,35,0
23/03/2022,40,66,0,45,0,18,21,19,0,49,55,0,37,0
24/03/2022,24,57,0,29,0,16,0,15,0,41,0,32,36,0
25/03/2022,33,47,21,31,0,24,19,17,13,74,35,0,23,0
26/03/2022,56,68,17,42,0,30,17,28,13,73,0,25,34,0
27/03/2022,39,54,0,31,15,33,0,12,0,67,25,23,48,18
28/03/2022,39,60,0,44,0,22,14,15,0,60,37,0,24,0
29/03/2022,38,51,0,18,18,18,12,15,0,60,28,32,33,0
30/03/2022,37,52,0,34,18,21,13,17,18,74,54,33,29,0
31/03/2022,43,62,0,43,0,18,14,13,10,44,34,19,38,20
01/04/2022,36,60,22,47,0,23,0,0,0,57,0,0,28,0
02/04/2022,33,58,0,36,0,34,0,0,0,31,23,0,50,0
03/04/2022,41,72,14,27,0,28,11,16,0,75,47,0,53,0
04/04/2022,31,53,0,49,0,13,0,14,0,66,49,0,34,0
05/04/2022,20,42,20,36,0,21,11,12,13,49,32,0,27,0
06/04/2022,32,48,0,22,0,30,10,22,14,59,24,0,26,21
07/04/2022,32,40,15,26,0,17,18,18,0,57,29,26,19,0
08/04/2022,26,67,0,28,26,29,15,13,0,46,0,0,26,0
09/04/2022,33,58,28,37,0,24,0,0,0,49,27,0,40,0
10/04/2022,19,55,16,35,0,0,13,16,0,55,34,22,25,0
11/04/2022,40,48,0,28,0,14,12,15,0,60,38,0,22,0
12/04/2022,32,49,20,50,0,23,0,0,12,55,29,0,47,0
13/04/2022,31,30,0,35,0,23,0,0,0,72,28,0,37,0
14/04/2022,34,51,0,26,0,26,11,17,0,38,27,21,31,0
15/04/2022,33,60,0,34,0,28,0,0,0,0,0,0,32,0
16/04/2022,0,71,24,34,0,14,0,19,0,46,33,0,34,0
17/04/2022,30,59,0,44,0,30,23,11,0,47,24,0,20,0
18/04/2022,25,67,0,32,0,16,0,11,11,55,25,0,27,0
19/04/2022,25,43,20,45,0,31,0,13,0,44,28,0,30,0
20/04/2022,37,100,0,24,0,24,13,20,11,47,32,0,31,0
21/04/2022,39,63,18,34,0,27,0,0,0,0,22,0,32,0
22/04/2022,39,60,0,26,0,23,0,0,22,59,35,0,61,0
23/04/2022,41,72,28,45,0,21,0,13,0,67,0,0,40,0
24/04/2022,46,65,0,32,17,30,11,11,12,92,56,20,46,0
25/04/2022,53,43,0,29,0,14,13,20,17,89,37,0,31,0
26/04/2022,43,66,0,31,16,32,14,13,12,71,33,0,22,0
27/04/2022,20,51,0,26,13,32,16,17,0,77,38,20,0,0
28/04/2022,34,52,0,29,16,31,10,15,0,58,30,0,26,0
29/04/2022,37,41,0,38,0,40,0,15,0,57,0,0,33,0
30/04/2022,54,78,0,28,17,34,15,19,17,55,30,0,30,0
01/05/2022,20,61,0,24,0,21,26,20,0,86,45,0,35,0
02/05/2022,32,68,0,33,0,32,29,25,0,65,46,0,27,0
03/05/2022,27,42,17,27,0,40,31,32,12,68,46,0,27,0
04/05/2022,34,51,0,31,0,42,21,25,19,60,28,0,25,0
05/05/2022,33,55,0,29,0,32,0,0,14,46,26,0,0,0
06/05/2022,30,52,0,45,0,31,0,18,0,45,35,0,0,0
07/05/2022,49,67,24,31,18,28,24,20,0,67,24,25,29,0
08/05/2022,47,57,19,33,0,27,20,19,0,62,34,19,36,0
09/05/2022,35,59,17,35,0,23,15,0,17,71,40,28,38,0
10/05/2022,35,62,20,23,18,30,13,17,0,92,28,0,33,0
11/05/2022,41,58,22,30,16,27,17,17,13,64,32,0,39,0
12/05/2022,33,40,18,36,0,32,17,16,0,76,40,0,51,0
13/05/2022,38,50,23,35,0,18,18,0,0,57,0,28,0,0
14/05/2022,49,31,26,50,0,40,0,0,14,51,26,0,29,0
15/05/2022,37,53,22,30,0,29,16,12,14,47,36,0,31,0
16/05/2022,42,54,27,32,38,31,18,12,12,73,59,0,36,0
17/05/2022,33,56,0,31,0,29,12,17,0,79,34,0,26,0
18/05/2022,37,54,23,28,0,26,12,0,0,75,36,0,26,0
19/05/2022,47,46,0,35,0,28,19,18,0,59,0,23,30,0
20/05/2022,49,61,0,47,20,32,0,18,14,100,0,0,35,0
21/05/2022,37,48,0,37,0,28,0,17,15,82,0,29,35,0
22/05/2022,43,58,33,44,0,31,16,19,14,79,48,0,27,21
23/05/2022,38,53,25,33,0,33,18,17,0,90,34,0,29,0
24/05/2022,34,72,27,47,21,30,13,21,20,67,42,0,34,0
25/05/2022,41,47,35,24,0,31,12,17,0,72,56,0,42,0
26/05/2022,38,56,20,28,19,17,0,18,13,70,37,0,26,0
27/05/2022,21,49,30,30,0,22,0,0,0,40,0,0,31,0
28/05/2022,50,72,31,42,0,0,0,18,0,54,39,0,0,0
29/05/2022,32,46,16,41,16,28,24,14,0,64,21,0,36,0
30/05/2022,41,51,22,28,0,25,18,19,13,68,35,0,24,0
31/05/2022,40,59,25,43,20,26,0,15,0,93,34,0,42,0
01/06/2022,34,62,0,28,0,19,18,16,0,67,40,24,36,0
02/06/2022,33,51,18,37,0,15,18,0,0,70,45,22,0,0
03/06/2022,33,46,23,30,0,16,0,18,15,47,0,0,47,0
04/06/2022,41,60,30,40,0,26,20,36,0,47,0,0,37,0
05/06/2022,36,87,24,25,0,34,0,16,0,44,0,0,38,0
06/06/2022,28,60,23,27,17,16,12,13,0,87,38,0,42,0
07/06/2022,29,77,16,39,16,34,14,16,0,78,36,0,24,0
08/06/2022,25,53,0,33,0,26,0,28,13,79,43,0,0,0
09/06/2022,45,44,16,31,20,27,20,26,0,67,30,0,30,0
10/06/2022,20,45,22,37,0,27,0,0,0,75,0,0,0,0
11/06/2022,39,58,27,45,0,47,15,0,0,57,0,0,37,0
12/06/2022,34,60,16,49,0,40,13,17,0,84,53,0,28,0
13/06/2022,31,48,23,52,0,20,12,15,0,60,40,0,37,0
14/06/2022,29,72,22,32,23,31,14,14,0,69,25,0,53,0
15/06/2022,34,51,0,53,0,22,13,0,0,58,42,0,38,24
16/06/2022,33,41,18,27,0,21,0,21,0,48,51,24,0,0
17/06/2022,37,48,0,27,0,33,0,0,0,35,31,0,29,0
18/06/2022,47,64,29,42,0,27,19,0,0,35,0,0,0,0
19/06/2022,41,57,0,40,0,28,14,19,0,77,43,0,35,29
20/06/2022,30,59,20,30,0,24,0,26,0,61,57,0,24,0
21/06/2022,41,45,17,21,0,18,12,0,12,88,22,0,34,0
22/06/2022,45,59,0,40,0,32,17,21,0,77,48,0,35,0
23/06/2022,38,57,22,38,0,20,0,0,0,44,27,0,36,0
24/06/2022,22,55,0,36,0,33,0,16,0,64,0,0,42,0
25/06/2022,37,62,21,56,0,28,0,26,0,56,33,0,41,0
26/06/2022,33,72,0,33,0,27,0,18,0,72,36,0,0,0
27/06/2022,43,50,19,30,0,27,15,22,13,58,45,24,27,0
28/06/2022,28,54,0,32,16,20,17,14,0,54,40,29,61,0
29/06/2022,24,66,0,27,17,40,0,14,14,91,43,0,0,0
30/06/2022,39,62,0,35,0,26,19,20,0,55,48,28,0,0
01/07/2022,24,66,20,32,0,28,0,17,0,71,0,0,36,0
02/07/2022,29,58,0,23,0,36,0,0,0,76,0,45,35,0
03/07/2022,28,65,0,34,22,30,0,12,0,63,36,0,36,0
04/07/2022,25,65,0,31,19,22,15,15,16,85,32,26,45,0
05/07/2022,29,56,17,30,17,27,19,0,15,81,32,0,39,0
06/07/2022,35,60,22,42,18,34,15,13,0,46,35,0,23,0
07/07/2022,16,53,0,33,0,18,0,0,0,49,27,0,0,0
